fval,Prophylactic zinc supplementation,Vitamin A supplementation,Complementary feeding education,Public provision of complementary foods,Breastfeeding promotion,Balanced energy-protein supplementation,Multiple micronutrient supplementation
16710300.31,0.682147816,0.037808383,24694513.32,12.35753935,0.84964908,6.199951187,1.249281815
17562750.33,1935150.636,6023815.091,6718147.88,1653622.035,2212979.551,5007312.587,1143506.92
16710310.1,27.86049107,727.3376913,24693171.68,24.20035843,239.794283,135.1479219,208.6828548
18195375.79,1873956.266,6974634.449,1450818.795,1827556.011,1976115.439,2635407.329,7956046.412
17940797.92,2461332.271,823723.7458,3134067.298,8109891.399,6082956.858,2015581.222,2066981.906
16710300.25,2.699864469,1.554523313,24694523.06,1.147662821,5.491118505,0.470304077,0.274792397
17889452.12,4032598.434,3924871.255,3105960.809,7201822.155,113109.4231,4075387.918,2240784.707
17828383.91,2348876.853,3921516.157,4534180.312,1325121.567,3135338.526,8243415.666,1186085.619
16710300.28,0.198930856,5.208689347,24694519.33,1.310169062,0.535817163,5.330995347,2.789946018
16710423.31,634.6071692,1221.909075,24683124.88,489.1659177,3491.906963,2812.737708,2759.49024
16710300.15,3.75E-06,5.27E-06,24694534.7,1.33E-06,4.48E-07,1.29E-06,1.30E-06
16710300.15,1.00E-07,7.03E-08,24694534.7,4.32E-08,4.21E-08,2.39E-08,5.61E-09
16710323.54,1331.348057,1177.093315,24689740.43,694.9636086,522.3721055,692.8899569,375.604514
18195533.37,369519.417,562838.5794,60752.97334,23134112.05,233884.4968,208840.3765,124586.8064
17136810.58,624380.117,1305471.978,11639830.46,1658697.054,2368053.179,2618814.632,4479287.282
17107791.12,1845110.416,201186.7268,11580065.19,4828770.044,518973.3559,4786242.842,934186.1253
16710352.85,211.0503673,777.4685504,24689511.25,733.8092035,1038.40929,2151.188394,111.520074
16710300.15,0.001936169,0.013302581,24694534.67,0.009446865,4.87E-05,0.00341578,0.003671377
16710300.15,0.00066975,0.000187319,24694534.7,1.85E-05,0.000109457,0.000150822,0.000183326
16710341.84,1625.157053,299.1954313,24688049.86,1803.696231,615.8321362,1993.899381,147.0574722
16710321.52,720.9835788,265.3310371,24691150.28,148.9704499,358.5577951,130.4005101,1760.173974
16994395.17,1423068.757,1283367.958,13473711.52,3803845.546,2905952.352,437617.4867,1366971.082
17829166.31,15308969.01,530768.7161,2595018.088,3302437.607,474061.7077,878531.3662,1604748.208
16858193.23,1103119.405,1686329.724,16483110.67,2059748.764,295334.088,1705722.812,1361169.236
18040664.09,24694534.68,0.001928368,0.000248426,0.000624209,0.008802999,0.00018564,0.003881366
17300792.59,1255090.09,3701912.004,9249022.505,1895224.053,18691.57907,4895467.585,3679126.883
16710300.18,1.160504511,0.021863569,24694529.47,1.424198721,0.694794795,0.701061229,1.227655626
16710300.15,0.000571274,0.002781714,24694534.68,0.002093346,0.005152805,0.006862599,0.00568799
18040664.09,24694534.7,4.22E-07,9.17E-08,2.60E-07,2.85E-07,2.93E-07,3.64E-07
16710300.15,2.72E-08,5.75E-08,24694534.7,2.44E-08,1.11E-07,7.32E-07,1.03E-07
18186723.35,1780530.994,4481139.646,1467488.141,3465954.418,1745182.304,5806085.199,5948153.997
16710300.15,0.007517745,0.117157573,24694534.34,0.115346601,0.002453352,0.100870538,0.0122285
18196622.66,3.331974824,2.308821429,0.3401985,24694449.74,24.09600904,32.11139129,22.77332938
16710300.15,0.007561075,0.000967765,24694534.67,0.00565122,0.008223097,0.000985935,0.00785472
16710914.17,8430.108354,24014.16716,24603123.3,3694.920663,4926.136992,6894.668136,43451.39707
16710307.23,482.1226677,325.7861758,24692676.28,724.7215453,258.8243505,0,66.96997015
17364782.56,2511241.624,2616793.436,8549460.05,3390378.167,5563757.813,1946927.414,115976.1962
17748921.03,1216145.636,7334270.634,4822657.19,5700742.515,3936469.895,18020.60353,1666228.227
16712009.12,54574.91316,20960.55848,24425758.18,107769.2089,57378.52031,28093.31617,0
17480015.01,355501.7567,939807.4166,7437356.985,5506870.856,4820136.388,1445007.52,4189853.777
16710300.15,0.704992716,0.126300805,24694533.43,0.212622372,0.044405618,0,0.183988466
16710301.67,1.75794079,61.76939205,24694348.92,15.39854793,38.74300769,10.82643358,57.28514162
16710455.67,13715.52813,9644.355886,24655424.45,5933.836257,5773.267987,3273.413092,769.852917
17055359.59,1427007.547,538386.93,12590116.52,2783043.519,1286707.794,3048574.319,3020698.071
18040664.09,24694534.7,0.000453108,4.25E-07,0.00075699,0.000608775,0.000288336,0.000339169
16710300.15,4.33E-05,3.09E-05,24694534.7,7.35E-05,4.48E-06,3.08E-07,4.82E-05
16713152.22,19201.73533,99677.31561,24381943.98,15755.21606,105169.2478,18221.4879,54565.71535
16710300.15,0.000100842,4.56E-05,24694534.7,5.18E-05,4.34E-07,7.47E-06,5.89E-05
16710309.59,425.364893,468.1186609,24692641.43,336.1777339,277.654231,49.19459498,336.7558937
16710364.35,340.8860875,10391.36005,24680679.69,1318.756617,391.9287064,1279.93009,132.1533053
17553254.21,4373355.966,539501.5988,6689686.893,80183.85548,5300862.369,1832956.069,5877987.949
16710300.15,9.14E-09,2.68E-08,24694534.7,3.78E-08,8.16E-08,2.63E-08,3.35E-08
16710300.15,1.47E-08,1.61E-08,24694534.7,1.51E-08,3.50E-08,1.30E-08,4.58E-08
16710300.15,2.36E-05,0.000107124,24694534.7,0.000174459,1.95E-06,0.00016827,0.001075614
16710300.15,9.04E-08,3.02E-08,24694534.7,4.45E-08,1.96E-08,2.12E-08,1.44E-07
16711018.04,1717.613414,20930.91276,24608273.1,10225.73166,5353.749359,20796.47565,27237.11723
16710300.15,1.01E-06,5.53E-07,24694534.7,9.48E-08,1.53E-06,1.04E-06,5.89E-07
16710300.15,0.000807349,0.001185527,24694534.69,5.35E-05,1.81E-19,0.00220759,0.003121088
17889162.43,4284477.339,6481386.492,3696291.864,1726892.223,4355017.258,2257381.847,1893087.677
17956338.49,3326017.415,5834121.007,2914304.196,3803708.239,1088497.642,1796621.648,5931264.554
17402490.92,212329.5792,1784554.981,7653022.804,9095394.495,1559676.586,530025.9477,3859530.307
16919022.47,1197036.455,566537.282,16049829.8,28561.1072,3368386.652,3003873.439,480309.9702
16803733.17,6188667.247,1025120.583,16418704.43,0,198172.4407,418127.8884,445742.1145
17709688.23,2916393.886,300052.3842,5380881.129,1777749.885,3564048.986,4613245.792,6142162.638
16710300.15,3.89E-06,1.34E-07,24694534.7,5.23E-07,2.37E-06,3.57E-06,3.26E-06
16710592.5,757.512956,9713.705927,24647744.12,21773.63601,4865.939158,2328.802373,7350.9823
16710333.03,1622.290403,111.9568928,24689074.61,1506.450266,847.5699284,1221.094307,150.7307997
16710300.15,0.027114967,0.009070421,24694534.61,0.041928975,0.003391711,0.002353488,0.008298137
17570160.69,3166193.141,2813452.516,6458342.684,2339285.141,3192332.642,5205065.437,1519863.139
17472025.77,3673298.9,778772.7178,7162474.205,1679340.069,68514.16593,255092.0096,11077042.63
16710300.15,0.147857462,0.023445564,24694534.08,0.279452016,0.053442086,0.015624939,0.101695805
16710300.15,1.02E-06,1.40E-05,24694534.7,2.67E-06,6.33E-07,2.11E-05,1.19E-05
16710300.15,0.118896813,0.031588415,24694534.34,0.107191059,0.064383285,0.015051565,0.025316026
16710300.16,0.265687821,0.60575791,24694533.31,0.117281412,0.158157268,0.080607936,0.158608732
16711362.16,55352.19334,2365.85062,24527903.81,41414.12697,48288.12571,19210.59778,0
16710538.31,4600.378706,14074.76734,24647323.54,19766.00499,5685.84363,1370.968992,1713.198698
16710300.15,0.001114155,7.46E-05,24694534.7,0.001155821,0.001153143,0.000951494,0.000321127
16710312.19,87.54379691,133.2465678,24693146.64,376.7725705,409.0220282,96.97122001,284.5051885
16710300.55,58.20234726,1.69901238,24694420.68,0.090098616,4.631920854,18.84731631,30.55304743
16718220.29,29613.16205,175989.8693,23861782.06,130006.0411,155790.2167,142761.8008,198591.5465
16710300.16,0.101409861,0.309260138,24694533.65,0.019774558,0.477244177,0.050200121,0.094917174
17875308.24,1933615.389,210976.5333,3838364.478,5860042.084,2366411.909,6529335.766,3955788.541
16754970.29,729816.3063,461872.3346,21274710.1,76968.13305,1187834.583,772537.4365,190795.8019
16710375.62,0,345.221426,24687841.46,2245.312579,3650.103667,375.6916036,76.90971565
16710300.15,3.04E-05,3.71E-07,24694534.7,3.45E-05,1.95E-05,5.15E-06,2.43E-06
16710300.15,7.47E-05,4.43E-05,24694534.7,5.49E-07,0.000139121,0.000160963,0.000162152
18040664.09,24694534.7,3.48E-06,1.73E-06,6.45E-06,8.06E-07,6.22E-06,4.01E-06
16710539.32,9421.416481,5783.287102,24658567.98,4381.360431,11429.67629,1183.951177,3767.027125
16710300.15,5.74E-08,4.15E-08,24694534.7,5.37E-08,4.87E-09,4.00E-09,3.91E-08
16710300.15,0.001346602,0.015623903,24694534.66,0.002201191,0.023060279,0.0014447,0.000563157
16710300.15,5.12E-06,3.02E-06,24694534.7,1.45E-05,1.20E-06,5.32E-07,2.19E-05
16710300.15,6.04E-22,3.12E-08,24694534.7,3.00E-06,1.35E-05,5.58E-07,8.25E-07
16710300.15,0.007545556,0.032121395,24694534.62,0.033216942,0,0.001581724,0.004249516
16860412.81,51429.39624,2452872.638,16707248.15,2081898.77,446139.5947,1290403.309,1664542.845
17691067.01,5539897.728,4484079.985,5028431.656,1094603.917,1768766.37,3432264.307,3346490.739
18122548.05,3868836.26,1102112.757,1513111.476,6393489.269,517473.4364,4758244.49,6541267.011
18049448.12,23605163.89,95015.32129,25168.74006,404473.2794,9111.333125,347666.8273,207935.3056
17406540.42,3961205.091,927221.2855,8053196.744,761420.4335,531900.1381,8035057.013,2424533.995
16735704.96,430966.9119,359009.2521,21813325.37,1071165.425,86358.01066,514535.8134,419173.9168
16710300.15,1.72E-06,9.34E-07,24694534.7,1.83E-06,1.19E-06,4.07E-07,5.43E-07
18176402.87,5733995.337,5533450.285,1347705.462,1636540.47,4080245.064,4173754.59,2188843.491
16710300.15,1.20E-07,3.17E-06,24694534.7,1.81E-06,7.13E-06,4.75E-06,5.64E-07
16710462.63,38.50806889,151.5583071,24676870.29,0,1141.157136,1149.595709,15183.58886
16711358.43,27947.13026,11164.05187,24554044.24,28365.23893,18096.82002,41287.25453,13629.9641
18199380.22,4630014.594,7970956.109,781725.9107,5511095.055,308757.7039,3325151.56,2166833.767
16710300.15,3.19E-06,2.54E-06,24694534.7,5.02E-06,2.41E-05,1.10E-06,1.21E-07
16710305.17,1264.312793,528.71718,24692011.87,191.1442214,35.12466429,379.2403535,124.2927773
16710301.58,9.622348521,30.25982448,24694387.58,20.003942,53.75317038,23.47398516,10.00599447
16710324.99,912.3564502,708.2014051,24690731.02,654.4673206,732.6723325,795.9859671,1.18E-13
16710300.15,4.81E-08,1.40E-07,24694534.7,2.74E-08,5.64E-08,7.35E-08,8.82E-08
16710463.6,550.5953081,0,24682079.83,664.0928814,7662.811274,1414.271054,2163.103183
16710300.15,6.95E-06,6.38E-06,24694534.7,3.88E-06,7.00E-06,7.74E-06,7.67E-07
17279480.16,460935.2397,2098226.979,8936187.624,9571392.309,1648998.298,766982.3085,1211811.942
16710300.15,7.97E-09,1.35E-08,24694534.7,2.96E-07,2.06E-08,7.43E-09,4.64E-08
17424496.17,446391.5762,5888912.027,8395605.882,849942.8301,4053953.276,3391443.186,1668285.923
16710302.55,40.22310338,44.50364116,24694221.65,26.00325002,32.95696488,60.20191322,109.1615868
16710300.15,1.91E-07,2.30E-07,24694534.7,1.58E-06,5.13E-08,9.41E-07,1.38E-07
16710308.09,87.07411322,44.19486737,24693752.73,139.1629176,180.0424496,326.9065575,4.589700275
18080731.32,11264806.38,72388.00113,1424736.182,1303747.871,927310.1783,4172822.574,5528723.511
16711974.2,52429.87301,74524.03518,24429168.15,39589.18345,18533.78716,72239.24287,8050.426292
16710300.15,6.73E-22,1.67E-07,24694534.7,1.36E-06,9.27E-08,9.43E-07,2.31E-06
17841379.33,415910.9341,224152.2508,4113014.354,6941376.727,99831.45411,7206503.312,5693745.668
17911567.52,2502111.228,5607304.309,3139741.451,5587944.192,368497.9807,7045.480694,7481890.058
16710300.77,3.445323179,25.56857382,24694444.02,33.9723989,13.21899595,13.09345619,1.384901911
16710300.15,3.62E-09,2.33E-08,24694534.7,2.96E-08,5.36E-09,2.32E-08,2.34E-08
16710300.15,0.002265857,0.016080271,24694534.66,0.008297317,0.000984073,0.001283405,0.008591798
16710300.15,0.02636643,0.029728687,24694534.57,0.007979442,0.017330453,0.032879613,0.018310752
16710300.15,0.003617316,0.001819332,24694534.68,0.000220117,0.0054013,0.006572128,0.004844144
16710300.15,0.082934843,0.034530667,24694534.41,0.101610006,5.24E-18,0.000389852,0.067095057
16750743.73,365527.3565,672877.4022,21634368.78,0,132841.341,1888919.817,0
16710300.17,1.107052758,0.338344084,24694531.53,0.322715598,0.049795816,1.082502236,0.270245599
16707484.84,1603470.392,1.15E-12,23084328.2,3852.857456,0,758.5590219,2124.69211
16710300.15,9.32E-06,2.68E-06,24694534.7,1.44E-05,1.14E-05,4.50E-07,1.20E-06
17752733.49,4117556.505,3584162.302,4882044.638,376180.7142,5386951.534,2050196.536,4297442.471
16710308.13,71.49219259,0,24693393.46,354.4456879,86.60373858,24.47758293,604.2205287
16710763.43,2769.723057,2823.926903,24648340.81,3362.375546,63.16208711,24220.64209,12954.06484
16710300.15,2.23E-06,6.79E-07,24694534.7,8.25E-08,2.68E-07,7.35E-08,9.98E-23
18040811.52,24653857.4,3500.46489,4700.859539,2594.205028,1494.414278,19312.26255,9075.091387
16993676.9,462031.9442,3779571.153,13761350.71,1400413.189,872824.9377,1783083.011,2635259.757
17432257.24,1422419.036,2284431.501,7762312.918,3494299.314,3951978.655,100448.8529,5678644.423
16753561.46,845296.8299,537105.4288,20825121.33,634770.1937,437165.3436,928017.4863,487058.0897
16710300.15,0.005392995,0.000585952,24694534.68,0.002480155,0.005347981,0.002458874,0.00219773
16710300.15,0.003171933,0.008415814,24694534.61,0.023625889,0.004339139,0.025957893,0.026802258
16717265.47,54103.79989,226082.1891,23963951.29,43718.0491,212950.7228,102173.5202,91555.12642
16926500.76,697500.1788,987267.2025,15523331.7,1521116.078,89189.16532,5763247.132,112883.2437
16710300.15,1.00E-06,5.45E-06,24694534.7,1.09E-05,3.71E-06,1.74E-06,5.81E-07
16710300.15,6.32E-06,9.12E-06,24694534.7,9.76E-07,1.46E-06,1.23E-05,9.26E-06
18040664.09,24694534.7,2.04E-07,1.75E-07,5.61E-07,4.88E-07,3.18E-07,1.64E-07
16710300.67,1.587867594,2.389355264,24694494.57,2.526934163,21.02473198,10.3840976,2.220214101
16768763.01,244216.6586,1552179.58,20458859.05,421463.1047,1129452.115,637002.6637,251361.5249
18142641.08,5190779.141,3787794.435,1624167.149,2379173.422,4131234.013,4109093.322,3472293.218
16710300.15,1.957780628,0.325047669,24694531.74,0.060728374,0.403484553,0.04403565,0.167996451
17696687.75,4449401.822,2800928.838,4994923.646,3437043.383,99665.41085,7141380.876,1771190.725
16710300.15,5.72E-07,3.65E-07,24694534.7,1.69E-07,7.82E-07,6.58E-08,6.51E-07
16713982.94,92297.1619,400323.732,23966505.47,110091.444,11519.80565,85969.54323,27827.54817
16851208.46,192399.9299,25078.79683,17491983.27,562519.7376,961922.8689,399540.9871,5061089.108
16710300.15,1.00E-06,1.17E-06,24694534.7,8.06E-08,4.45E-07,2.73E-06,1.68E-07
17507072.86,748422.2852,919977.6741,7966563.229,707516.7179,12343266.61,478407.7083,1530380.48
16710300.15,8.02E-05,0.00049439,24694534.7,0.000494496,0.000278204,0.000341058,0.001303433
16710300.15,9.82E-05,0.000136137,24694534.7,0.000114652,0.001205781,7.90E-05,0.001138426
17159399.29,3144563.005,0,10232800.46,7380847.962,1236698.682,1077054.157,1622570.437
16710303.43,36.90171168,5.524252551,24694145.76,64.16618999,8.23367766,125.6874174,148.424896
17671504.11,4108534.408,1432427.584,5481526.8,3052094.512,5301460.692,3536689.074,1781801.63
17807809.82,5294281.973,1800998.872,4168616.488,2805917.794,3324083.25,5382456.66,1918179.664
18182254.19,4632822.668,5618047.064,1090617.222,4386451.189,542365.1906,6249317.673,2174913.693
16710300.15,6.77E-05,3.20E-06,24694534.7,1.56E-05,8.65E-07,7.84E-06,1.84E-05
16710350.84,2022.919894,529.4077376,24686575.21,965.2557891,539.7227628,1895.13393,2007.045762
17090115.38,688954.8922,2566403.202,12240646.56,2841061.585,2632407.086,3002326.248,722735.1299
17569364.91,5710381.446,1408487.417,6086168.755,1470954.383,4283655.085,14470.99885,5720416.616
16710300.16,0.553791982,0.039352226,24694533.19,0.069895946,0.09636383,0.170509108,0.582671108
16710300.15,1.86E-07,1.42E-07,24694534.7,2.31E-07,4.56E-07,2.10E-06,3.49E-07
18197669.8,61477.53262,76220.83227,25579.40051,24159387.67,131375.8663,111281.5738,129211.8225
18066893.18,19812895.56,1047045.685,379120.0354,556779.0079,1294869.395,300755.9128,1303069.106
16710300.15,8.30E-06,8.04E-06,24694534.7,1.97E-06,8.55E-06,8.72E-06,7.10E-06
17275851.13,742759.6367,4493097.963,9936045.959,473566.1296,567230.0085,6939460.004,1542374.999
16710300.15,6.48E-20,0.001218603,24694534.7,0.000288389,0.001064416,0.000850917,8.08E-05
16710300.15,1.52E-07,1.54E-08,24694534.7,2.12E-07,3.87E-07,8.28E-08,3.32E-07
18041454.29,24323467.38,160476.2112,27085.6281,94267.70038,4325.044121,4227.421312,80685.31598
17611254.72,6283699.7,5253782.006,5445992.696,1685035.268,1154044.396,671819.8884,4200160.746
17410365.51,4352790.37,495884.9157,7754680.512,4402891.913,5836053.262,759865.8866,1092367.842
18040664.09,24694534.42,0.076082428,0.009431051,0.18337056,0,0.003995171,0.009908425
16711905.84,118657.1638,12152.83215,24325596.99,66043.42368,7942.542955,13404.63407,150737.1173
16710300.15,1.10E-06,2.01E-08,24694534.7,1.93E-08,2.02E-07,7.71E-07,3.32E-09
16710300.24,0.838379395,0.136083125,24694522.36,6.274785451,8.83E-16,5.087029261,1.18E-15
16710300.18,0.362355332,0.376341076,24694531.09,0.783406728,0.01367191,1.326976517,0.744293315
16710301.13,21.75193235,1.686072272,24694405.8,36.87213086,41.50872064,6.34E-15,27.08579709
17348920.02,6540460.881,394204.7241,7526567.768,6863444.887,923336.7725,672163.6694,1774355.999
16710300.15,2.51E-08,2.06E-07,24694534.7,1.67E-07,7.12E-08,6.06E-08,1.01E-07
16719385.08,111660.5128,580388.4965,23555151.3,15128.43105,47695.13939,351960.7506,32550.06605
16710300.15,3.12E-05,6.08E-05,24694534.7,2.12E-05,9.47E-05,7.18E-05,2.00E-06
16710300.35,2.345828379,0.899957486,24694514.09,5.255349873,4.733058824,7.355968196,0.015553128
17820553.34,3627804,3192601.387,4259946.892,1388380.207,4302538.105,1931430.511,5991833.599
16710300.15,1.32E-05,1.68E-06,24694534.7,1.86E-05,1.07E-05,1.74E-05,1.47E-06
16710300.15,0.001651193,0.006153765,24694534.67,0.008005015,0.006575813,0.00956037,0.000660082
17380024.61,529055.1244,5245495.701,9115275.713,76003.97472,6549334.753,3140823.052,38546.38111
16710300.15,1.08E-06,5.37E-08,24694534.7,4.01E-07,4.01E-07,1.19E-08,3.82E-07
16710352.26,3811.626941,687.1801943,24685471.64,199.1243542,2137.122535,1579.829281,648.1737752
18040664.09,24694534.7,0.000959247,3.28E-06,0.001631298,0.000333321,0.001711451,0.000304817
17572136.12,6121972.007,1658154.774,6165800.72,2096989.038,5924596.031,2068249.192,658772.9374
17653375.52,956441.0017,4544969.655,5650103.541,4305801.789,2615024.674,1454522.497,5167671.541
16710300.17,0.077730138,0.700994717,24694532.33,0.692572388,0.529091504,4.63E-17,0.373329995
16710300.15,0.01091793,0.009247586,24694534.55,0.041176815,0.008977288,0.001487967,0.076200844
16710372.28,589.4614355,54.72037909,24687532.07,118.660706,1219.488937,2071.475739,2948.81856
16710300.15,0.000160008,4.52E-05,24694534.7,0.000103537,0.000232012,8.31E-05,0.000123427
17508188.17,1387530.35,1183414.598,6301050.634,11104871.43,1122973.709,304275.1565,3290418.824
16710300.2,0.493047064,0.967951549,24694529.57,0.108039339,0.900956088,1.422858919,1.242033084
17470409.59,2858628.762,1586927.088,7108854.08,5022954.828,3954574.383,788046.8968,3374548.662
16710300.15,0.02427942,0.023464611,24694534.63,0.006342707,1.28E-17,0,0.011063516
16710300.15,0.22130958,0.174859618,24694534.03,0.057995124,0.103171705,0.063160049,0.05287849
16710300.15,0.145063099,0.002732947,24694534.05,0.178024884,0.086849371,0.087632675,0.153456991
16710300.15,1.13E-06,2.35E-06,24694534.7,2.40E-06,2.25E-05,9.69E-07,0
16990417.75,9613218.976,7.29E-10,11869196.84,1313726.108,713296.1389,306719.4861,878377.1477
18196621.76,6.25E-06,5.06E-06,4.05E-07,24694534.7,2.14E-06,2.09E-06,3.49E-06
16786515.15,210854.4412,254802.864,19859390.13,731758.8168,1101930.955,912035.7555,1623761.741
16710519.71,20428.22124,18212.35797,24637838.07,1559.418171,3509.29913,9837.521475,3149.815095
16710300.15,2.06E-05,0.000400902,24694534.7,0.000150768,5.45E-05,0.000223762,1.81E-05
16710300.15,0,0.000164704,24694534.7,0.001071233,0.001741455,0.000179242,3.67E-05
16709126.26,1221929.118,44709.91077,23351806.64,2.45E-11,40137.62655,18483.77834,17467.62273
17176019.12,910750.9941,630841.6152,11238302.41,3130932.896,4127969.032,4180424.788,475312.961
16710300.15,0.001101116,0.004301752,24694534.69,0.000489489,0.000352066,0.001490633,0.000439183
18040664.09,24694534.07,0.023420237,0.032762849,0.247863852,0.107562328,0.152816028,0.069760444
16710301.4,48.27948766,22.3823497,24694342.35,23.5757716,5.471255158,69.30970808,23.33114171
17684055.9,6112850.028,545001.4325,5189873.278,1006983.515,5161179.725,524340.4753,6154306.247
16710300.15,0.041509462,0.05460319,24694534.18,0.335073022,0.007107129,0.068314063,0.017364222
16710300.15,1.44E-07,9.20E-07,24694534.7,8.03E-08,8.03E-08,5.80E-07,2.54E-07
17611488.62,3259262.517,3604806.616,6235938.462,431653.0582,1853304.141,7865958.361,1443611.545
16710559.77,986.6954246,12383.03647,24662431.2,3481.393337,2306.880642,10889.06914,2056.420815
16710300.15,1.71E-07,9.59E-09,24694534.7,1.32E-07,1.52E-07,1.44E-07,1.66E-07
16710300.15,0.000175017,0.004376397,24694534.66,0.000235631,0.01613202,0.013427886,0.002279228
16710300.36,6.136019754,6.000138023,24694499.35,8.465580771,5.476322886,2.517882992,6.751415732
18053288.62,23366131.65,181035.5872,20499.42657,433214.1575,211260.4911,345976.4558,136416.9293
16717359.29,450499.276,296997.0347,23272253.34,264808.2113,60089.60262,91324.2124,258563.0182
16710300.17,0.341871664,0.321499786,24694532.11,0.666876334,0.490470534,0.464729836,0.299891342
16710303.86,161.1028567,42.04925149,24694007.19,53.69518501,142.8457129,94.12525815,33.69534402
17296196.8,2873979.568,831335.3261,9539007.991,996232.2363,1459550.83,8405392.428,589036.3203
16710300.17,0.17880059,1.081599657,24694532.26,0.113999064,0.136546273,0.556833141,0.371287758
16724980.52,29371.49345,804329.4659,23084503.03,49967.97684,25163.91959,451396.6631,249802.1473
17631730.08,996253.9971,5237115.665,6450788.739,676372.0349,3885606.014,6875295.137,573103.1137
17345355.36,4084370.078,820986.355,8997171.026,83418.96183,8340785.432,944113.0796,1423689.768
16710300.15,4.74E-07,1.11E-06,24694534.7,2.50E-06,4.02E-08,2.13E-07,8.26E-07
16710300.15,0.014017291,0.001634842,24694534.67,0.000524184,0.002973428,0.000304596,0.01182118
16710300.17,2.956558969,0.035574896,24694527.84,0.684840076,0.035491813,0.253721431,2.891711134
17791980.96,5288751.706,687980.0346,3484467,10932103.87,1136458.05,1149303.802,2015470.242
16710419.85,1709.685139,999.0034598,24681338.89,1853.473282,2666.824736,3821.79489,2145.02767
16710300.22,0.035923475,2.7357762,24694524.11,4.831927236,1.460877737,0.266911426,1.255507308
16710301.15,13.49819496,7.009501126,24694437.21,0.587387039,13.01769885,49.09592938,14.28408478
17506918.69,4822584.419,567717.371,6397991.107,6220774.994,2438436.378,1539489.943,2707540.487
17390570.66,8412155.493,1686449.513,7553908.993,510263.0362,4983732.12,322477.1072,1225548.437
17410406.39,5004919.317,1927371.286,7385227.528,4836319.348,16836.39424,5379151.273,144709.5531
16710300.15,1.59E-06,4.41E-07,24694534.7,2.15E-07,8.86E-08,1.00E-07,1.43E-07
17164892.26,382537.9569,250894.2733,11292590.28,1443067.401,667899.2317,541051.7967,10116493.76
16710300.15,1.45E-07,6.28E-07,24694534.7,1.18E-07,1.06E-07,3.21E-07,2.21E-07
16837521,845019.6684,1887252.292,17565888.17,362022.4247,1919516.522,245896.5819,1868939.043
16710300.15,0,0.0001238,24694534.7,3.42E-05,0.000477735,1.13E-05,2.57E-05
16710300.19,1.854886188,0.000897766,24694529.04,0.683791084,1.776989817,0.083330635,1.264570522
16710300.15,0.000373749,0.000106231,24694534.7,0.000640101,1.86E-05,0.000837781,0.000742036
18040664.1,24694530.34,1.278119056,0.353313541,1.225522077,0.005817755,0.283976525,1.208790379
16710300.15,1.11E-06,3.87E-06,24694534.7,1.23E-06,1.76E-06,1.07E-07,6.77E-06
16710300.15,4.44E-05,7.61E-05,24694534.7,0.000160111,0.000846134,0.000133432,0.00025597
16847122.53,66617.03076,2171728.581,17334005.38,421556.528,551280.8183,883895.437,3265450.929
16710300.93,98.17501027,86.40083835,24694270.26,13.54474908,26.28600023,4.028559205,36.00707165
18194300.32,9109112.605,1231575.476,35257.74823,8628444.817,153623.6512,4114160.177,1422360.226
17829754.91,395037.4596,1429413.743,4564098.84,3188006.915,3065414.487,6540025.908,5512537.347
17780969.61,5256770.249,7362263.462,3891744.298,6560733.73,904355.6585,344449.6167,374217.6857
17879172.03,2429420.21,229076.0675,3750889.656,5726494.023,2312482.309,6380534.764,3865637.671
16710300.15,0.010112609,0.161995945,24694534.29,0,0,0.021796061,0.211275571
18040664.09,24694534.7,1.20E-05,5.44E-07,1.37E-05,1.58E-06,8.52E-06,2.44E-05
16710300.15,1.48E-07,1.94E-06,24694534.7,1.11E-07,2.65E-06,1.65E-07,3.56E-07
16710300.15,0.007516332,0.000782714,24694534.69,0.00053862,0.001781261,9.44E-05,0.002687765
16710300.15,6.84E-08,3.58E-07,24694534.7,1.40E-08,3.54E-09,1.84E-07,3.91E-07
16710314.79,1247.389466,29.62716534,24691346.98,130.8021372,298.9851907,196.5873534,1284.330287
16741656.38,4.26E-10,1.28E-09,22905065.05,4.26E-10,1251374.743,538094.9049,4.26E-10
16715235.72,150319.7722,293024.1141,23927328.55,31902.81655,141562.3205,27800.48341,122596.6448
16710300.33,8.378965602,7.672598821,24694501.28,5.482923313,1.001115309,9.483394445,1.403678988
16710302.5,88.35678951,67.20010465,24694069.11,135.4463875,26.28578612,40.2852639,108.020335
16710300.15,3.73E-07,1.31E-07,24694534.7,8.25E-08,1.33E-07,9.46E-09,9.40E-08
18357935.31,241098.6455,2988546.475,552519.9954,1099417.54,9293331.086,8580775.624,1938845.334
16710301.51,34.95456026,14.81801107,24694352.04,29.6516175,29.39723229,39.71528277,34.12030241
16710300.15,0.017811163,0.012338898,24694534.53,0.027859701,0.060529716,0.022972506,0.024535238
16710300.15,6.70E-05,0.000311468,24694534.7,0.000137081,0.000333321,2.64E-05,0.000118953
16710300.15,2.58E-05,5.40E-05,24694534.7,0.000144024,0.000228463,0.000108281,0.000432149
16710300.15,9.06E-05,1.66E-05,24694534.7,6.09E-06,8.25E-05,7.01E-05,9.34E-05
18040664.09,24694534.7,4.88E-05,4.54E-06,4.00E-05,3.27E-06,6.85E-05,1.66E-05
16710300.15,0.000106026,1.78E-05,24694534.7,2.20E-05,0.000380403,7.76E-07,0.000327549
